word	positive-emotion	negative-emotion	neutral-emotion	ambiguous-emotion				
brotherhood	1.519430352	1.530456998	1.633202314	1.601784469	1.519430352	1.530456998	1	1
unthreatening	1.273480123	1.339345297	1.346854446	1.319061711	1.273480123	1.319061711	1	1
amicably	1.498369366	1.497466371	1.510246013	1.565169549	1.497466371	1.498369366	0	1
favorable	1.221025962	1.365728875	1.332976619	1.427040394	1.221025962	1.332976619	1	1
weakness	1.291171434	1.104927782	1.199275553	1.26887693	1.104927782	1.199275553	0	0
indulgent	0.967993896	0.995237483	1.063490215	1.135960707	0.967993896	0.995237483	1	1
affirmative	1.521805192	1.514444574	1.457704815	1.635346376	1.457704815	1.514444574	0	0
favorably	1.29521352	1.369031166	1.391681585	1.328961833	1.29521352	1.328961833	1	1
favor	1.510831937	1.428300587	1.439039025	1.643334733	1.428300587	1.439039025	0	0
gloat	1.345573701	1.300039058	1.439738901	1.308666388	1.300039058	1.308666388	0	0
fulfillment	1.278088186	1.409705859	1.369029804	1.476838384	1.278088186	1.369029804	1	1
complacency	1.129405144	0.968526551	1.121537545	1.135383352	0.968526551	1.121537545	0	0
complacent	1.082854581	0.922747558	1.119410395	1.164620976	0.922747558	1.082854581	0	1
proudly	1.187729813	1.323812129	1.49301021	1.243264432	1.187729813	1.243264432	1	1
preen	1.491949267	1.512697806	1.523076916	1.545975217	1.491949267	1.512697806	1	1
togetherness	1.124847523	1.333801598	1.377283224	1.31914764	1.124847523	1.31914764	1	1
smugness	1.273218944	1.213966157	1.261874746	1.216971821	1.213966157	1.216971821	0	0
							196	284
							0.592145015	0.858006042
